Nº;RED;NIVEL;IPRESS;MES;AÑO;INDICADOR;SUB INDICADOR;NUMERADOR;DENOMINADOR
3997;H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;ENERO;2019;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;3,152;784
3998;H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;FEBRERO;2019;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;2,713;710
3999;H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;MARZO;2019;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;2,912;732
4000;H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;ABRIL;2019;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;3,159;749
4001;H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;MAYO;2019;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;2,808;707
4002;H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;JUNIO;2019;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;2,770;694
4003;H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;JULIO;2019;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;3,183;778
4004;H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;AGOSTO;2019;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;3,016;777
4005;H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;SETIEMBRE;2019;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;2,962;763
4006;H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;OCTUBRE;2019;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;3,374;779
4007;H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;NOVIEMBRE;2019;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;3,251;764
4008;H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;DICIEMBRE;2019;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;3,023;789
4009;H REF LA CALETA;II-2;H REF LA CALETA;ENERO;2019;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;2,094;587
4010;H REF LA CALETA;II-2;H REF LA CALETA;FEBRERO;2019;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;1,854;530
4011;H REF LA CALETA;II-2;H REF LA CALETA;MARZO;2019;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;2,111;575
4012;H REF LA CALETA;II-2;H REF LA CALETA;ABRIL;2019;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;2,049;605
4013;H REF LA CALETA;II-2;H REF LA CALETA;MAYO;2019;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;2,132;624
4014;H REF LA CALETA;II-2;H REF LA CALETA;JUNIO;2019;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;1,896;495
4015;H REF LA CALETA;II-2;H REF LA CALETA;JULIO;2019;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;1,865;551
4016;H REF LA CALETA;II-2;H REF LA CALETA;AGOSTO;2019;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;2,011;571
4017;H REF LA CALETA;II-2;H REF LA CALETA;SETIEMBRE;2019;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;1,924;578
4018;H REF LA CALETA;II-2;H REF LA CALETA;OCTUBRE;2019;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;1,965;610
4019;H REF LA CALETA;II-2;H REF LA CALETA;NOVIEMBRE;2019;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;1,883;541
4020;H REF LA CALETA;II-2;H REF LA CALETA;DICIEMBRE;2019;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;2,173;573
4021;RED DE SALUD CONCHUCOS SUR;II-1;H.A. HUARI;ENERO;2019;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;244;97
4022;RED DE SALUD CONCHUCOS SUR;II-1;H.A. HUARI;FEBRERO;2019;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;206;78
4023;RED DE SALUD CONCHUCOS SUR;II-1;H.A. HUARI;MARZO;2019;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;305;114
4024;RED DE SALUD CONCHUCOS SUR;II-1;H.A. HUARI;ABRIL;2019;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;328;125
4025;RED DE SALUD CONCHUCOS SUR;II-1;H.A. HUARI;MAYO;2019;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;224;108
4026;RED DE SALUD CONCHUCOS SUR;II-1;H.A. HUARI;JUNIO;2019;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;277;113
4027;RED DE SALUD CONCHUCOS SUR;II-1;H.A. HUARI;JULIO;2019;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;265;115
4028;RED DE SALUD CONCHUCOS SUR;II-1;H.A. HUARI;AGOSTO;2019;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;320;139
4029;RED DE SALUD CONCHUCOS SUR;II-1;H.A. HUARI;SETIEMBRE;2019;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;340;128
4030;RED DE SALUD CONCHUCOS SUR;II-1;H.A. HUARI;OCTUBRE;2019;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;365;150
4031;RED DE SALUD CONCHUCOS SUR;II-1;H.A. HUARI;NOVIEMBRE;2019;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;291;121
4032;RED DE SALUD CONCHUCOS SUR;II-1;H.A. HUARI;DICIEMBRE;2019;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;326;124
4033;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;ENERO;2019;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;130;45
4034;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;FEBRERO;2019;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;104;37
4035;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;MARZO;2019;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;167;57
4036;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;ABRIL;2019;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;207;71
4037;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;MAYO;2019;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;197;69
4038;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;JUNIO;2019;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;245;66
4039;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;JULIO;2019;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;191;66
4040;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;AGOSTO;2019;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;154;50
4041;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;SETIEMBRE;2019;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;211;69
4042;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;OCTUBRE;2019;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;193;60
4043;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;NOVIEMBRE;2019;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;198;59
4044;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;DICIEMBRE;2019;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;206;57
4045;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;ENERO;2019;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;138;54
4046;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;FEBRERO;2019;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;31;23
4047;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;MARZO;2019;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;65;35
4048;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;ABRIL;2019;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;88;33
4049;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;MAYO;2019;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;91;39
4050;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;JUNIO;2019;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;168;56
4051;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;JULIO;2019;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;136;48
4052;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;AGOSTO;2019;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;119;49
4053;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;SETIEMBRE;2019;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;124;74
4054;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;OCTUBRE;2019;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;194;118
4055;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;NOVIEMBRE;2019;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;153;59
4056;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;DICIEMBRE;2019;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;;
4057;DIRES ANCASH;DIRESA;DIRES ANCASH;ENERO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;11,434;3,128
4058;DIRES ANCASH;DIRESA;DIRES ANCASH;FEBRERO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;11,494;2,990
4059;DIRES ANCASH;DIRESA;DIRES ANCASH;MARZO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;10,204;2,748
4060;DIRES ANCASH;DIRESA;DIRES ANCASH;ABRIL;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;5,424;1,648
4061;DIRES ANCASH;DIRESA;DIRES ANCASH;MAYO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;6,371;1,747
4062;DIRES ANCASH;DIRESA;DIRES ANCASH;JUNIO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;8,388;1,990
4063;DIRES ANCASH;DIRESA;DIRES ANCASH;JULIO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;10,374;2,168
4064;DIRES ANCASH;DIRESA;DIRES ANCASH;AGOSTO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;10,565;2,203
4065;DIRES ANCASH;DIRESA;DIRES ANCASH;SETIEMBRE;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;9,498;2,093
4066;DIRES ANCASH;DIRESA;DIRES ANCASH;OCTUBRE;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;10,164;2,239
4067;DIRES ANCASH;DIRESA;DIRES ANCASH;NOVIEMBRE;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;9,305;2,424
4068;DIRES ANCASH;DIRESA;DIRES ANCASH;DICIEMBRE;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;10,287;2,284
4069;RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;ENERO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;101;38
4070;RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;FEBRERO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;80;30
4071;RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;MARZO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;70;36
4072;RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;ABRIL;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;26;18
4073;RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;MAYO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;27;18
4074;RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;JUNIO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;26;18
4075;RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;JULIO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;15;13
4076;RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;AGOSTO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;56;19
4077;RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;SETIEMBRE;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;49;13
4078;RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;OCTUBRE;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;58;18
4079;RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;NOVIEMBRE;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;27;11
4080;RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;DICIEMBRE;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;31;31
4081;H.REF VICTOR RAMOS GUARDIA;II-2;H.REF VICTOR RAMOS GUARDIA;ENERO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;3,493;751
4082;H.REF VICTOR RAMOS GUARDIA;II-2;H.REF VICTOR RAMOS GUARDIA;FEBRERO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;3,815;739
4083;H.REF VICTOR RAMOS GUARDIA;II-2;H.REF VICTOR RAMOS GUARDIA;MARZO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;3,261;714
4084;H.REF VICTOR RAMOS GUARDIA;II-2;H.REF VICTOR RAMOS GUARDIA;ABRIL;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;1,663;361
4085;H.REF VICTOR RAMOS GUARDIA;II-2;H.REF VICTOR RAMOS GUARDIA;MAYO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;1,575;377
4086;H.REF VICTOR RAMOS GUARDIA;II-2;H.REF VICTOR RAMOS GUARDIA;JUNIO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;2,551;423
4087;H.REF VICTOR RAMOS GUARDIA;II-2;H.REF VICTOR RAMOS GUARDIA;JULIO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;4,040;582
4088;H.REF VICTOR RAMOS GUARDIA;II-2;H.REF VICTOR RAMOS GUARDIA;AGOSTO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;4,473;588
4089;H.REF VICTOR RAMOS GUARDIA;II-2;H.REF VICTOR RAMOS GUARDIA;SETIEMBRE;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;4,588;546
4090;H.REF VICTOR RAMOS GUARDIA;II-2;H.REF VICTOR RAMOS GUARDIA;OCTUBRE;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;4,217;592
4091;H.REF VICTOR RAMOS GUARDIA;II-2;H.REF VICTOR RAMOS GUARDIA;NOVIEMBRE;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;3,115;601
4092;H.REF VICTOR RAMOS GUARDIA;II-2;H.REF VICTOR RAMOS GUARDIA;DICIEMBRE;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;3,810;567
4093;RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;ENERO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;208;86
4094;RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;FEBRERO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;249;99
4095;RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;MARZO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;194;74
4096;RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;ABRIL;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;98;68
4097;RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;MAYO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;85;70
4098;RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;JUNIO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;93;70
4099;RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;JULIO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;109;75
4100;RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;AGOSTO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;118;72
4101;RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;SETIEMBRE;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;119;70
4102;RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;OCTUBRE;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;125;72
4103;RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;NOVIEMBRE;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;206;87
4104;RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;DICIEMBRE;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;200;93
4105;RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;ENERO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;216;88
4106;RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;FEBRERO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;203;72
4107;RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;MARZO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;151;73
4108;RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;ABRIL;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;132;57
4109;RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;MAYO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;116;48
4110;RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;JUNIO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;74;44
4111;RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;JULIO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;102;51
4112;RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;AGOSTO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;226;76
4113;RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;SETIEMBRE;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;257;76
4114;RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;OCTUBRE;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;136;50
4115;RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;NOVIEMBRE;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;147;62
4116;RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;DICIEMBRE;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;171;68
4117;RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;ENERO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;424;162
4118;RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;FEBRERO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;440;158
4119;RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;MARZO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;434;170
4120;RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;ABRIL;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;344;132
4121;RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;MAYO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;197;96
4122;RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;JUNIO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;307;121
4123;RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;JULIO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;466;135
4124;RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;AGOSTO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;415;137
4125;RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;SETIEMBRE;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;453;138
4126;RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;OCTUBRE;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;367;134
4127;RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;NOVIEMBRE;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;366;140
4128;RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;DICIEMBRE;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;276;136
4129;RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;ENERO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;141;69
4130;RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;FEBRERO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;113;57
4131;RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;MARZO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;137;54
4132;RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;ABRIL;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;107;44
4133;RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;MAYO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;76;42
4134;RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;JUNIO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;99;43
4135;RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;JULIO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;197;52
4136;RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;AGOSTO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;272;72
4137;RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;SETIEMBRE;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;121;49
4138;RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;OCTUBRE;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;78;37
4139;RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;NOVIEMBRE;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;97;43
4140;RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;DICIEMBRE;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;114;50
4141;RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;ENERO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;285;117
4142;RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;FEBRERO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;351;130
4143;RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;MARZO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;346;119
4144;RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;ABRIL;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;146;78
4145;RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;MAYO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;103;47
4146;RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;JUNIO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;95;46
4147;RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;JULIO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;93;47
4148;RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;AGOSTO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;73;40
4149;RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;SETIEMBRE;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;81;47
4150;RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;OCTUBRE;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;211;82
4151;RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;NOVIEMBRE;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;234;99
4152;RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;DICIEMBRE;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;300;103
4153;H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;ENERO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;3,560;869
4154;H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;FEBRERO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;3,470;823
4155;H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;MARZO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;3,112;693
4156;H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;ABRIL;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;1,550;383
4157;H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;MAYO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;2,459;497
4158;H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;JUNIO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;3,092;595
4159;H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;JULIO;2020;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;3,046;539
